vendor_id,vendor_info
4,"Vendor: Banquetes Deliciosos (Servicio de catering para eventos con menús personalizados.), Location: Alajuela, Central, Labels: catering eventos, banquetes personalizados, menús gourmet, servicio de catering, banquetes deliciosos, Category: Catering (Servicios de catering y banquetes para eventos.), Service: Catering para eventos (Ofrecemos servicios de catering y banquetes para todo tipo de eventos. Nuestro equipo de chefs profesionales se encarga de preparar menús personalizados con ingredientes frescos y de alta calidad.), Available: b'\x01', Vendor: Banquetes Deliciosos (Servicio de banquetes gourmet para eventos.), Location: Alajuela, Central, Labels: catering eventos, banquetes personalizados, menús gourmet, servicio de catering, banquetes deliciosos, Category: Catering (Servicios de catering y banquetes para eventos.), Service: Banquetes gourmet (Ofrecemos servicios de catering y banquetes para todo tipo de eventos. Nuestro equipo de chefs profesionales se encarga de preparar menús personalizados con ingredientes frescos y de alta calidad.), Available: b'\x01', Vendor: Banquetes Deliciosos (Servicio de catering para eventos con menús personalizados.), Location: Alajuela, Central, Labels: catering eventos, banquetes personalizados, menús gourmet, servicio de catering, banquetes deliciosos, Category: Catering (Servicios de catering y banquetes para eventos.), Service: Catering para eventos (Ofrecemos servicios de catering y banquetes para todo tipo de eventos. Nuestro equipo de chefs profesionales se encarga de preparar menús personalizados con ingredientes frescos y de alta calidad.), Available: b'\x01', Vendor: Banquetes Deliciosos (Servicio de banquetes gourmet para eventos.), Location: Alajuela, Central, Labels: catering eventos, banquetes personalizados, menús gourmet, servicio de catering, banquetes deliciosos, Category: Catering (Servicios de catering y banquetes para eventos.), Service: Banquetes gourmet (Ofrecemos servicios de catering y banquetes para todo tipo de eventos. Nuestro equipo de chefs profesionales se encarga de preparar menús personalizados con ingredientes frescos y de alta calidad.), Available: b'\x01'"
40,"Vendor: Sonido Profesional (Servicio de sonido envolvente para eventos, proporcionando una experiencia auditiva inmersiva.), Location: Puntarenas, Central, Labels: sonido eventos, calidad de audio, excepcional, sonido profesional, Category: Publicidad (Servicios de publicidad y promoción para eventos.), Service: Sonido envolvente (Ofrecemos servicios de sonido para eventos, asegurando una calidad de audio excepcional con equipos de alta fidelidad y técnicos experimentados.), Available: b'\x01', Vendor: Sonido Profesional (Servicio de alquiler de equipos de sonido para eventos, con opciones de alta fidelidad.), Location: Puntarenas, Central, Labels: sonido eventos, calidad de audio, excepcional, sonido profesional, Category: Publicidad (Servicios de publicidad y promoción para eventos.), Service: Alquiler de equipos de sonido (Ofrecemos servicios de sonido para eventos, asegurando una calidad de audio excepcional con equipos de alta fidelidad y técnicos experimentados.), Available: b'\x00'"
41,"Vendor: Catering Gourmet (Servicio de catering gourmet para bodas, con menús personalizados y presentación impecable.), Location: San José, Central, Labels: catering eventos, gourmet, menús personalizados, presentación impecable, Category: Marketing (Servicios de marketing y estrategias para eventos.), Service: Catering para bodas (Ofrecemos servicios de catering gourmet para eventos, con menús personalizados y una presentación impecable.), Available: b'\x01', Vendor: Catering Gourmet (Servicio de catering gourmet para eventos corporativos, adaptado a las necesidades de la empresa.), Location: San José, Central, Labels: catering eventos, gourmet, menús personalizados, presentación impecable, Category: Marketing (Servicios de marketing y estrategias para eventos.), Service: Catering corporativo (Ofrecemos servicios de catering gourmet para eventos, con menús personalizados y una presentación impecable.), Available: b'\x00'"
42,"Vendor: Seguridad VIP (Servicio de seguridad personal para eventos VIP, con guardias altamente capacitados.), Location: Heredia, Central, Labels: seguridad eventos, VIP, personal capacitado, tecnología de punta, Category: Diseño gráfico (Servicios de diseño gráfico para eventos.), Service: Seguridad personal (Proveemos servicios de seguridad VIP para eventos, con personal altamente capacitado y tecnología de punta.), Available: b'\x01', Vendor: Seguridad VIP (Servicio de monitoreo de seguridad para eventos, con tecnología de punta.), Location: Heredia, Central, Labels: seguridad eventos, VIP, personal capacitado, tecnología de punta, Category: Diseño gráfico (Servicios de diseño gráfico para eventos.), Service: Monitoreo de seguridad (Proveemos servicios de seguridad VIP para eventos, con personal altamente capacitado y tecnología de punta.), Available: b'\x00'"
43,"Vendor: Transporte Ejecutivo (Servicio de transporte de lujo para eventos, con vehículos de alta gama.), Location: Cartago, Central, Labels: transporte eventos, ejecutivo, vehículos de lujo, conductores profesionales, Category: Redes sociales (Servicios de gestión de redes sociales para eventos.), Service: Transporte de lujo (Ofrecemos servicios de transporte ejecutivo para eventos, con vehículos de lujo y conductores profesionales.), Available: b'\x01', Vendor: Transporte Ejecutivo (Servicio de transporte ejecutivo para eventos, con conductores profesionales.), Location: Cartago, Central, Labels: transporte eventos, ejecutivo, vehículos de lujo, conductores profesionales, Category: Redes sociales (Servicios de gestión de redes sociales para eventos.), Service: Transporte ejecutivo (Ofrecemos servicios de transporte ejecutivo para eventos, con vehículos de lujo y conductores profesionales.), Available: b'\x00'"
44,"Vendor: Animación Infantil (Servicio de animación infantil con payasos para eventos, garantizando diversión y seguridad.), Location: Alajuela, Central, Labels: animación eventos, infantil, actividades divertidas, seguras, animación infantil, Category: Animación (Servicios de animación y entretenimiento para eventos.), Service: Animación con payasos (Proveemos servicios de animación infantil para eventos, con actividades divertidas y seguras para los más pequeños.), Available: b'\x01', Vendor: Animación Infantil (Servicio de juegos inflables para eventos infantiles, con supervisión constante.), Location: Alajuela, Central, Labels: animación eventos, infantil, actividades divertidas, seguras, animación infantil, Category: Animación (Servicios de animación y entretenimiento para eventos.), Service: Juegos inflables (Proveemos servicios de animación infantil para eventos, con actividades divertidas y seguras para los más pequeños.), Available: b'\x00'"
45,"Vendor: Flores Exóticas (Servicio de arreglos florales exóticos para eventos, con flores frescas y diseños únicos.), Location: Puntarenas, Central, Labels: flores eventos, exóticos, frescas, diseños únicos, flores exóticas, Category: Flores (Servicios de arreglos florales para eventos.), Service: Arreglos florales (Ofrecemos servicios de arreglos florales exóticos para eventos, con flores frescas y diseños únicos.), Available: b'\x01', Vendor: Flores Exóticas (Servicio de decoración floral para eventos, utilizando flores exóticas y frescas.), Location: Puntarenas, Central, Labels: flores eventos, exóticos, frescas, diseños únicos, flores exóticas, Category: Flores (Servicios de arreglos florales para eventos.), Service: Decoración floral (Ofrecemos servicios de arreglos florales exóticos para eventos, con flores frescas y diseños únicos.), Available: b'\x00'"
46,"Vendor: Eventos Corporativos (Servicio de organización de conferencias para eventos corporativos.), Location: San José, Central, Labels: eventos corporativos, organización, profesional, memorable, Category: Eventos Corporativos (Servicios de organización de eventos corporativos, asegurando una experiencia profesional y memorable.), Service: Organización de conferencias (Ofrecemos servicios de organización de eventos corporativos, asegurando una experiencia profesional y memorable.), Available: b'\x01', Vendor: Eventos Corporativos (Servicio de planificación de reuniones para eventos corporativos.), Location: San José, Central, Labels: eventos corporativos, organización, profesional, memorable, Category: Eventos Corporativos (Servicios de organización de eventos corporativos, asegurando una experiencia profesional y memorable.), Service: Planificación de reuniones (Ofrecemos servicios de organización de eventos corporativos, asegurando una experiencia profesional y memorable.), Available: b'\x00'"
47,"Vendor: Catering Vegano (Servicio de catering vegano gourmet para eventos, con opciones saludables y deliciosas.), Location: Heredia, Central, Labels: catering vegano, eventos, menús saludables, deliciosos, Category: Catering Vegano (Servicios de catering vegano para eventos, con menús saludables y deliciosos.), Service: Catering vegano gourmet (Proveemos servicios de catering vegano para eventos, con menús saludables y deliciosos.), Available: b'\x01', Vendor: Catering Vegano (Servicio de catering vegano casual para eventos, con menús frescos y ligeros.), Location: Heredia, Central, Labels: catering vegano, eventos, menús saludables, deliciosos, Category: Catering Vegano (Servicios de catering vegano para eventos, con menús saludables y deliciosos.), Service: Catering vegano casual (Proveemos servicios de catering vegano para eventos, con menús saludables y deliciosos.), Available: b'\x00'"
48,"Vendor: Fotografía Aérea (Servicio de fotografía aérea con drones para eventos, capturando vistas panorámicas.), Location: Cartago, Central, Labels: fotografía aérea, eventos, vistas impresionantes, desde el aire, Category: Fotografía Aérea (Servicios de fotografía aérea para eventos, capturando vistas impresionantes desde el aire.), Service: Fotografía aérea con drones (Ofrecemos servicios de fotografía aérea para eventos, capturando vistas impresionantes desde el aire.), Available: b'\x01', Vendor: Fotografía Aérea (Servicio de fotografía aérea tradicional para eventos, con equipos de alta calidad.), Location: Cartago, Central, Labels: fotografía aérea, eventos, vistas impresionantes, desde el aire, Category: Fotografía Aérea (Servicios de fotografía aérea para eventos, capturando vistas impresionantes desde el aire.), Service: Fotografía aérea tradicional (Ofrecemos servicios de fotografía aérea para eventos, capturando vistas impresionantes desde el aire.), Available: b'\x00'"
49,"Vendor: Animación 3D (Servicio de animación 3D interactiva para eventos, creando experiencias inmersivas.), Location: Alajuela, Central, Labels: animación 3D, eventos, experiencias visuales, únicas, atractivas, Category: Animación 3D (Servicios de animación 3D para eventos, creando experiencias visuales únicas y atractivas.), Service: Animación 3D interactiva (Proveemos servicios de animación 3D para eventos, creando experiencias visuales únicas y atractivas.), Available: b'\x01', Vendor: Animación 3D (Servicio de animación 3D promocional para eventos, con gráficos de alta calidad.), Location: Alajuela, Central, Labels: animación 3D, eventos, experiencias visuales, únicas, atractivas, Category: Animación 3D (Servicios de animación 3D para eventos, creando experiencias visuales únicas y atractivas.), Service: Animación 3D promocional (Proveemos servicios de animación 3D para eventos, creando experiencias visuales únicas y atractivas.), Available: b'\x00'"
5,"Vendor: Seguridad Total (Servicio de seguridad para eventos de cualquier tamaño.), Location: Puntarenas, Central, Labels: seguridad eventos, vigilancia profesional, personal capacitado, seguridad total, eventos seguros, Category: Seguridad (Servicios de seguridad y vigilancia para eventos.), Service: Seguridad para eventos (Proveemos servicios de seguridad y vigilancia para eventos de cualquier tamaño. Nuestro personal está altamente capacitado para garantizar la seguridad y tranquilidad de los asistentes.), Available: b'\x01', Vendor: Seguridad Total (Servicio de vigilancia profesional para eventos.), Location: Puntarenas, Central, Labels: seguridad eventos, vigilancia profesional, personal capacitado, seguridad total, eventos seguros, Category: Seguridad (Servicios de seguridad y vigilancia para eventos.), Service: Vigilancia profesional (Proveemos servicios de seguridad y vigilancia para eventos de cualquier tamaño. Nuestro personal está altamente capacitado para garantizar la seguridad y tranquilidad de los asistentes.), Available: b'\x01', Vendor: Seguridad Total (Servicio de seguridad para eventos de cualquier tamaño.), Location: Puntarenas, Central, Labels: seguridad eventos, vigilancia profesional, personal capacitado, seguridad total, eventos seguros, Category: Seguridad (Servicios de seguridad y vigilancia para eventos.), Service: Seguridad para eventos (Proveemos servicios de seguridad y vigilancia para eventos de cualquier tamaño. Nuestro personal está altamente capacitado para garantizar la seguridad y tranquilidad de los asistentes.), Available: b'\x01', Vendor: Seguridad Total (Servicio de vigilancia profesional para eventos.), Location: Puntarenas, Central, Labels: seguridad eventos, vigilancia profesional, personal capacitado, seguridad total, eventos seguros, Category: Seguridad (Servicios de seguridad y vigilancia para eventos.), Service: Vigilancia profesional (Proveemos servicios de seguridad y vigilancia para eventos de cualquier tamaño. Nuestro personal está altamente capacitado para garantizar la seguridad y tranquilidad de los asistentes.), Available: b'\x01'"
50,"Vendor: Decoración Temática (Servicio de decoración temática infantil para eventos, con diseños creativos y coloridos.), Location: Puntarenas, Central, Labels: decoración temática, eventos, transformación, temática elegida, Category: Decoración Temática (Servicios de decoración temática para eventos, transformando cualquier espacio según la temática elegida.), Service: Decoración temática infantil (Ofrecemos servicios de decoración temática para eventos, transformando cualquier espacio según la temática elegida.), Available: b'\x01', Vendor: Decoración Temática (Servicio de decoración temática corporativa para eventos, con un enfoque profesional y elegante.), Location: Puntarenas, Central, Labels: decoración temática, eventos, transformación, temática elegida, Category: Decoración Temática (Servicios de decoración temática para eventos, transformando cualquier espacio según la temática elegida.), Service: Decoración temática corporativa (Ofrecemos servicios de decoración temática para eventos, transformando cualquier espacio según la temática elegida.), Available: b'\x00'"
51,"Vendor: Limpieza Total (Servicio de limpieza profunda para eventos, asegurando un ambiente impecable.), Location: San José, Central, Labels: limpieza, eventos, ambiente limpio, ordenado, Category: Limpieza (Servicios de limpieza para eventos, asegurando un ambiente limpio y ordenado.), Service: Limpieza profunda (Ofrecemos servicios de limpieza para eventos, asegurando un ambiente limpio y ordenado.), Available: b'\x01', Vendor: Limpieza Total (Servicio de limpieza superficial para eventos, manteniendo el orden y la limpieza.), Location: San José, Central, Labels: limpieza, eventos, ambiente limpio, ordenado, Category: Limpieza (Servicios de limpieza para eventos, asegurando un ambiente limpio y ordenado.), Service: Limpieza superficial (Ofrecemos servicios de limpieza para eventos, asegurando un ambiente limpio y ordenado.), Available: b'\x00'"
52,"Vendor: Catering Delicioso (Servicio de catering gourmet para eventos, con menús exclusivos y de alta calidad.), Location: Heredia, Central, Labels: catering, eventos, menús variados, deliciosos, Category: Catering (Servicios de catering para eventos, ofreciendo menús variados y deliciosos.), Service: Catering gourmet (Proveemos servicios de catering para eventos, ofreciendo menús variados y deliciosos.), Available: b'\x01', Vendor: Catering Delicioso (Servicio de catering casual para eventos, con opciones frescas y ligeras.), Location: Heredia, Central, Labels: catering, eventos, menús variados, deliciosos, Category: Catering (Servicios de catering para eventos, ofreciendo menús variados y deliciosos.), Service: Catering casual (Proveemos servicios de catering para eventos, ofreciendo menús variados y deliciosos.), Available: b'\x00'"
53,"Vendor: Seguridad Integral (Servicio de seguridad privada para eventos, con personal altamente capacitado.), Location: Cartago, Central, Labels: seguridad, eventos, protección, orden, Category: Seguridad (Servicios de seguridad para eventos, garantizando la protección y el orden.), Service: Seguridad privada (Ofrecemos servicios de seguridad para eventos, garantizando la protección y el orden.), Available: b'\x01', Vendor: Seguridad Integral (Servicio de seguridad pública para eventos, coordinando con autoridades locales.), Location: Cartago, Central, Labels: seguridad, eventos, protección, orden, Category: Seguridad (Servicios de seguridad para eventos, garantizando la protección y el orden.), Service: Seguridad pública (Ofrecemos servicios de seguridad para eventos, garantizando la protección y el orden.), Available: b'\x00'"
54,"Vendor: Transporte Rápido (Servicio de transporte VIP para eventos, con vehículos de lujo y conductores profesionales.), Location: Alajuela, Central, Labels: transporte, eventos, traslado, invitados, materiales, Category: Transporte (Servicios de transporte para eventos, facilitando el traslado de invitados y materiales.), Service: Transporte VIP (Proveemos servicios de transporte para eventos, facilitando el traslado de invitados y materiales.), Available: b'\x01', Vendor: Transporte Rápido (Servicio de transporte estándar para eventos, con vehículos cómodos y seguros.), Location: Alajuela, Central, Labels: transporte, eventos, traslado, invitados, materiales, Category: Transporte (Servicios de transporte para eventos, facilitando el traslado de invitados y materiales.), Service: Transporte estándar (Proveemos servicios de transporte para eventos, facilitando el traslado de invitados y materiales.), Available: b'\x00'"
55,"Vendor: Decoración Creativa (Servicio de decoración floral para eventos, con arreglos creativos y coloridos.), Location: Puntarenas, Central, Labels: decoración, eventos, ambientes únicos, atractivos, Category: Decoración (Servicios de decoración para eventos, creando ambientes únicos y atractivos.), Service: Decoración floral (Ofrecemos servicios de decoración para eventos, creando ambientes únicos y atractivos.), Available: b'\x01', Vendor: Decoración Creativa (Servicio de decoración temática para eventos, transformando cualquier espacio.), Location: Puntarenas, Central, Labels: decoración, eventos, ambientes únicos, atractivos, Category: Decoración (Servicios de decoración para eventos, creando ambientes únicos y atractivos.), Service: Decoración temática (Ofrecemos servicios de decoración para eventos, creando ambientes únicos y atractivos.), Available: b'\x00'"
56,"Vendor: Música Festiva (Servicio de música en vivo para eventos, con bandas y artistas profesionales.), Location: San José, Central, Labels: música, eventos, entretenimiento musical, alta calidad, Category: Música (Servicios de música para eventos, proporcionando entretenimiento musical de alta calidad.), Service: Música en vivo (Ofrecemos servicios de música para eventos, proporcionando entretenimiento musical de alta calidad.), Available: b'\x01', Vendor: Música Festiva (Servicio de DJ profesional para eventos, con mezclas personalizadas.), Location: San José, Central, Labels: música, eventos, entretenimiento musical, alta calidad, Category: Música (Servicios de música para eventos, proporcionando entretenimiento musical de alta calidad.), Service: DJ profesional (Ofrecemos servicios de música para eventos, proporcionando entretenimiento musical de alta calidad.), Available: b'\x00'"
57,"Vendor: Iluminación Espectacular (Servicio de iluminación LED para eventos, creando efectos visuales impresionantes.), Location: Heredia, Central, Labels: iluminación, eventos, ambientes visualmente impactantes, Category: Iluminación (Servicios de iluminación para eventos, creando ambientes visualmente impactantes.), Service: Iluminación LED (Proveemos servicios de iluminación para eventos, creando ambientes visualmente impactantes.), Available: b'\x01', Vendor: Iluminación Espectacular (Servicio de iluminación ambiental para eventos, con luces suaves y cálidas.), Location: Heredia, Central, Labels: iluminación, eventos, ambientes visualmente impactantes, Category: Iluminación (Servicios de iluminación para eventos, creando ambientes visualmente impactantes.), Service: Iluminación ambiental (Proveemos servicios de iluminación para eventos, creando ambientes visualmente impactantes.), Available: b'\x00'"
58,"Vendor: Sonido Perfecto (Servicio de sonido surround para eventos, con equipos de alta calidad.), Location: Cartago, Central, Labels: sonido, eventos, experiencia auditiva, excepcional, Category: Sonido (Servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Service: Sonido surround (Ofrecemos servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Available: b'\x01', Vendor: Sonido Perfecto (Servicio de sonido básico para eventos, con equipos estándar.), Location: Cartago, Central, Labels: sonido, eventos, experiencia auditiva, excepcional, Category: Sonido (Servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Service: Sonido básico (Ofrecemos servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Available: b'\x00'"
59,"Vendor: Flores Creativas (Servicio de arreglos florales para eventos, con diseños creativos y coloridos.), Location: Alajuela, Central, Labels: flores, eventos, arreglos florales, creativos, coloridos, Category: Flores (Servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Service: Arreglos florales (Proveemos servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Available: b'\x01', Vendor: Flores Creativas (Servicio de decoración floral para eventos, con flores frescas y vibrantes.), Location: Alajuela, Central, Labels: flores, eventos, arreglos florales, creativos, coloridos, Category: Flores (Servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Service: Decoración floral (Proveemos servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Available: b'\x00'"
6,"Vendor: Transporte Rápido (Servicio de transporte de invitados para eventos.), Location: Limón, Central, Labels: transporte eventos, logística, traslados seguros, flota moderna, transporte rápido, Category: Transporte (Servicios de transporte y logística para eventos.), Service: Transporte de invitados (Ofrecemos servicios de transporte y logística para eventos. Contamos con una flota moderna y conductores experimentados para asegurar la puntualidad y seguridad de los traslados.), Available: b'\x01', Vendor: Transporte Rápido (Servicio de logística de eventos.), Location: Limón, Central, Labels: transporte eventos, logística, traslados seguros, flota moderna, transporte rápido, Category: Transporte (Servicios de transporte y logística para eventos.), Service: Logística de eventos (Ofrecemos servicios de transporte y logística para eventos. Contamos con una flota moderna y conductores experimentados para asegurar la puntualidad y seguridad de los traslados.), Available: b'\x01', Vendor: Transporte Rápido (Servicio de transporte de invitados para eventos.), Location: Limón, Central, Labels: transporte eventos, logística, traslados seguros, flota moderna, transporte rápido, Category: Transporte (Servicios de transporte y logística para eventos.), Service: Transporte de invitados (Ofrecemos servicios de transporte y logística para eventos. Contamos con una flota moderna y conductores experimentados para asegurar la puntualidad y seguridad de los traslados.), Available: b'\x01', Vendor: Transporte Rápido (Servicio de logística de eventos.), Location: Limón, Central, Labels: transporte eventos, logística, traslados seguros, flota moderna, transporte rápido, Category: Transporte (Servicios de transporte y logística para eventos.), Service: Logística de eventos (Ofrecemos servicios de transporte y logística para eventos. Contamos con una flota moderna y conductores experimentados para asegurar la puntualidad y seguridad de los traslados.), Available: b'\x00'"
60,"Vendor: Bebidas Refrescantes (Servicio de bebidas alcohólicas para eventos, con una variedad de opciones.), Location: Puntarenas, Central, Labels: bebidas, eventos, opciones refrescantes, Category: Bebidas (Servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Service: Bebidas alcohólicas (Ofrecemos servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Available: b'\x01', Vendor: Bebidas Refrescantes (Servicio de bebidas no alcohólicas para eventos, con opciones refrescantes.), Location: Puntarenas, Central, Labels: bebidas, eventos, opciones refrescantes, Category: Bebidas (Servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Service: Bebidas no alcohólicas (Ofrecemos servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Available: b'\x00'"
61,"Vendor: Música Festiva (Servicio de música en vivo para eventos, con bandas y artistas profesionales.), Location: San José, Central, Labels: música, eventos, entretenimiento musical, alta calidad, Category: Flores (Servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Service: Música en vivo (Ofrecemos servicios de música para eventos, proporcionando entretenimiento musical de alta calidad.), Available: b'\x01', Vendor: Música Festiva (Servicio de DJ profesional para eventos, con mezclas personalizadas.), Location: San José, Central, Labels: música, eventos, entretenimiento musical, alta calidad, Category: Flores (Servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Service: DJ profesional (Ofrecemos servicios de música para eventos, proporcionando entretenimiento musical de alta calidad.), Available: b'\x00'"
62,"Vendor: Iluminación Espectacular (Servicio de iluminación LED para eventos, creando efectos visuales impresionantes.), Location: Heredia, Central, Labels: iluminación, eventos, ambientes visualmente impactantes, Category: Bebidas (Servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Service: Iluminación LED (Proveemos servicios de iluminación para eventos, creando ambientes visualmente impactantes.), Available: b'\x01', Vendor: Iluminación Espectacular (Servicio de iluminación ambiental para eventos, con luces suaves y cálidas.), Location: Heredia, Central, Labels: iluminación, eventos, ambientes visualmente impactantes, Category: Bebidas (Servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Service: Iluminación ambiental (Proveemos servicios de iluminación para eventos, creando ambientes visualmente impactantes.), Available: b'\x00'"
63,"Vendor: Sonido Perfecto (Servicio de sonido surround para eventos, con equipos de alta calidad.), Location: Cartago, Central, Labels: sonido, eventos, experiencia auditiva, excepcional, Category: Sonido (Servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Service: Sonido surround (Ofrecemos servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Available: b'\x01', Vendor: Sonido Perfecto (Servicio de sonido básico para eventos, con equipos estándar.), Location: Cartago, Central, Labels: sonido, eventos, experiencia auditiva, excepcional, Category: Sonido (Servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Service: Sonido básico (Ofrecemos servicios de sonido para eventos, asegurando una experiencia auditiva excepcional.), Available: b'\x00'"
64,"Vendor: Flores Creativas (Servicio de arreglos florales para eventos, con diseños creativos y coloridos.), Location: Alajuela, Central, Labels: flores, eventos, arreglos florales, creativos, coloridos, Category: Flores (Servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Service: Arreglos florales (Proveemos servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Available: b'\x01', Vendor: Flores Creativas (Servicio de decoración floral para eventos, con flores frescas y vibrantes.), Location: Alajuela, Central, Labels: flores, eventos, arreglos florales, creativos, coloridos, Category: Flores (Servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Service: Decoración floral (Proveemos servicios de flores para eventos, ofreciendo arreglos florales creativos y coloridos.), Available: b'\x00'"
65,"Vendor: Bebidas Refrescantes (Servicio de bebidas alcohólicas para eventos, con una variedad de opciones.), Location: Puntarenas, Central, Labels: bebidas, eventos, opciones refrescantes, Category: Bebidas (Servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Service: Bebidas alcohólicas (Ofrecemos servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Available: b'\x01', Vendor: Bebidas Refrescantes (Servicio de bebidas no alcohólicas para eventos, con opciones refrescantes.), Location: Puntarenas, Central, Labels: bebidas, eventos, opciones refrescantes, Category: Bebidas (Servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Service: Bebidas no alcohólicas (Ofrecemos servicios de bebidas para eventos, proporcionando una variedad de opciones refrescantes.), Available: b'\x00'"
7,"Vendor: Iluminación Brillante (Servicio de iluminación ambiental para eventos.), Location: Guanacaste, Liberia, Labels: iluminación eventos, ambientes únicos, tecnología de punta, iluminación brillante, soluciones personalizadas, Category: Iluminación (Servicios de iluminación para eventos.), Service: Iluminación ambiental (Especialistas en servicios de iluminación para eventos. Ofrecemos soluciones personalizadas para crear ambientes únicos y memorables, utilizando tecnología de punta.), Available: b'\x01', Vendor: Iluminación Brillante (Servicio de iluminación escénica para eventos.), Location: Guanacaste, Liberia, Labels: iluminación eventos, ambientes únicos, tecnología de punta, iluminación brillante, soluciones personalizadas, Category: Iluminación (Servicios de iluminación para eventos.), Service: Iluminación escénica (Especialistas en servicios de iluminación para eventos. Ofrecemos soluciones personalizadas para crear ambientes únicos y memorables, utilizando tecnología de punta.), Available: b'\x01', Vendor: Iluminación Brillante (Servicio de iluminación ambiental para eventos.), Location: Guanacaste, Liberia, Labels: iluminación eventos, ambientes únicos, tecnología de punta, iluminación brillante, soluciones personalizadas, Category: Iluminación (Servicios de iluminación para eventos.), Service: Iluminación ambiental (Especialistas en servicios de iluminación para eventos. Ofrecemos soluciones personalizadas para crear ambientes únicos y memorables, utilizando tecnología de punta.), Available: b'\x00', Vendor: Iluminación Brillante (Servicio de iluminación escénica para eventos.), Location: Guanacaste, Liberia, Labels: iluminación eventos, ambientes únicos, tecnología de punta, iluminación brillante, soluciones personalizadas, Category: Iluminación (Servicios de iluminación para eventos.), Service: Iluminación escénica (Especialistas en servicios de iluminación para eventos. Ofrecemos soluciones personalizadas para crear ambientes únicos y memorables, utilizando tecnología de punta.), Available: b'\x00'"
8,"Vendor: Sonido Perfecto (Servicio de sonido para eventos.), Location: San José, Central, Labels: sonido eventos, audio profesional, calidad excepcional, sonido perfecto, equipo técnico, Category: Sonido (Servicios de sonido y audio para eventos.), Service: Sonido para eventos (Proveemos servicios de sonido y audio para eventos. Nuestro equipo técnico se encarga de garantizar una calidad de sonido excepcional, adaptada a las necesidades de cada evento.), Available: b'\x01', Vendor: Sonido Perfecto (Servicio de alquiler de equipo de sonido para eventos.), Location: San José, Central, Labels: sonido eventos, audio profesional, calidad excepcional, sonido perfecto, equipo técnico, Category: Sonido (Servicios de sonido y audio para eventos.), Service: Alquiler de equipo de sonido (Proveemos servicios de sonido y audio para eventos. Nuestro equipo técnico se encarga de garantizar una calidad de sonido excepcional, adaptada a las necesidades de cada evento.), Available: b'\x01', Vendor: Sonido Perfecto (Servicio de sonido para eventos.), Location: San José, Central, Labels: sonido eventos, audio profesional, calidad excepcional, sonido perfecto, equipo técnico, Category: Sonido (Servicios de sonido y audio para eventos.), Service: Sonido para eventos (Proveemos servicios de sonido y audio para eventos. Nuestro equipo técnico se encarga de garantizar una calidad de sonido excepcional, adaptada a las necesidades de cada evento.), Available: b'\x00', Vendor: Sonido Perfecto (Servicio de alquiler de equipo de sonido para eventos.), Location: San José, Central, Labels: sonido eventos, audio profesional, calidad excepcional, sonido perfecto, equipo técnico, Category: Sonido (Servicios de sonido y audio para eventos.), Service: Alquiler de equipo de sonido (Proveemos servicios de sonido y audio para eventos. Nuestro equipo técnico se encarga de garantizar una calidad de sonido excepcional, adaptada a las necesidades de cada evento.), Available: b'\x00'"
9,"Vendor: Flores Hermosas (Servicio de arreglos florales personalizados para eventos.), Location: Heredia, Central, Labels: arreglos florales, flores frescas, diseños personalizados, flores hermosas, eventos florales, Category: Flores (Servicios de arreglos florales para eventos.), Service: Arreglos florales personalizados (Ofrecemos servicios de arreglos florales para eventos. Nuestros diseños son personalizados y utilizamos flores frescas de la mejor calidad.), Available: b'\x00', Vendor: Flores Hermosas (Servicio de decoración floral para eventos.), Location: Heredia, Central, Labels: arreglos florales, flores frescas, diseños personalizados, flores hermosas, eventos florales, Category: Flores (Servicios de arreglos florales para eventos.), Service: Decoración floral (Ofrecemos servicios de arreglos florales para eventos. Nuestros diseños son personalizados y utilizamos flores frescas de la mejor calidad.), Available: b'\x00'"
